|   |   |
|---|---|
|ARHQPPDYYD-SSG--KPYYFDY|0.9097081963934792|
|n3010|0.9999019586371264|
|ARG__-GSGGYSSGW-DPYYFDYW|0.6145800164273977|
|IGHV6-1|0.5967186469013505|
|IGHJ4 *|0.941704993719574|
|AK-RGGYYYD-SSGYSSPYYFDYW|0.9755675915570653|
|IGH3-23|0.9950454380720394|
|IGHJ4*|0.9972268586844718|
|AR--ETYYYD-TSGY-YPYYFDY|0.8423482537176882|
|IGH3-21|0.999067993424043|
|IGHJ4 *|0.7807524277009678|
|AR--LP-YYDFWSGY-SPYYFDYW|0.6916691398990734|
|IGH4-39|0.9988247386794668|
|IGHJ4*|0.8211349062535025|
|AK--DPF-|0.6097002537432887|
|YDFWSG|0.8203022835243529|
|YYFDYW|0.990437098269068|
|IGH3-23|0.9958934667764829|
|IGHJ4****|0.8256220226041749|
